Distance (km),Fuel Type,Duration (min),Base Fare (₹),Traffic Conditions,Weather,Time of Day,Day,Demand/Supply Ratio,Surge Multiplier,Traffic/Delay (min),Driver Availability,Fuel Price (₹/km),Final Price (₹)
49,CNG,22,50,Moderate,Rainy,Peak,Fri,2.690337210183792,1.5969554674181972,10,Low,2.8,993.3158233707759
10,Diesel,25,50,Heavy,Clear,Off-peak,Sun,2.169808405030883,1.3387435876940708,5,Medium,3.2,383.43585571629274
28,Diesel,50,50,Heavy,Stormy,Off-peak,Wed,1.9203439167186014,1.885151701401969,0,Low,3.2,867.3854486102067
21,Petrol,59,50,Light,Clear,Off-peak,Wed,1.0298417760392202,1.7800812424766699,6,High,4.5,481.2155324146473
50,Diesel,43,50,Moderate,Stormy,Off-peak,Sat,1.6960162018603273,1.9778406993002688,2,Medium,3.2,992.9171617307567
7,Petrol,46,50,Light,Rainy,Peak,Sat,1.1676742246658949,1.834075407689618,13,High,4.5,371.56804756975384
3,Petrol,52,50,Light,Clear,Off-peak,Wed,1.4387079226867912,1.3627221678879125,2,High,4.5,328.3936625430109
45,Petrol,43,50,Moderate,Stormy,Off-peak,Fri,1.1370825160745421,1.317974601565064,2,High,4.5,507.2916290496764
47,EV,32,50,Heavy,Stormy,Off-peak,Wed,2.793411789950843,1.4666913588127741,4,Low,1.0,659.6287423621867
20,EV,24,50,Moderate,Snowy,Off-peak,Thu,2.415887746669052,1.0597677777264471,3,Medium,1.0,302.1130386458338
19,Diesel,10,50,Light,Stormy,Off-peak,Wed,1.9086188005560543,1.3933227422061591,13,Low,3.2,347.8393151170226
35,EV,30,50,Moderate,Rainy,Peak,Tue,2.8621054934499384,1.0328870060504158,4,High,1.0,428.6535782488435
4,Petrol,10,50,Heavy,Clear,Off-peak,Wed,1.4170453219231238,1.1720512541342354,13,Low,4.5,146.1547777118043
5,Petrol,43,50,Moderate,Snowy,Peak,Wed,2.9072057440920656,1.313863516555058,10,High,4.5,605.4179426216757
1,EV,58,50,Heavy,Rainy,Off-peak,Fri,1.1484254678332257,1.6435154560053098,6,Low,1.0,315.2049860778239
4,Diesel,30,50,Heavy,Clear,Peak,Mon,2.5994248437975296,1.9740845464029881,7,High,3.2,630.1462859994994
12,Petrol,21,50,Light,Clear,Off-peak,Sun,1.6573550797317347,1.1616624654963204,12,Medium,4.5,281.09192946610654
27,EV,44,50,Light,Snowy,Peak,Sun,1.2639490536217677,1.0991632822918964,4,Medium,1.0,229.23225442072533
42,CNG,6,50,Heavy,Rainy,Peak,Fri,2.323201321197276,1.9249028134167494,12,High,2.8,803.1598419713837
23,Diesel,55,50,Heavy,Clear,Off-peak,Fri,2.2707780116593623,1.496940419282772,15,Medium,3.2,794.0576492403743
25,Diesel,25,50,Light,Snowy,Peak,Sun,2.8683816829738755,1.6121882551406364,9,Low,3.2,832.3868268991827
21,Diesel,58,50,Heavy,Clear,Off-peak,Sun,1.552218621849086,1.0206316509144728,4,Low,3.2,369.4455736122584
24,CNG,11,50,Moderate,Clear,Peak,Wed,2.532287801121664,1.3264993628750563,9,Medium,2.8,467.58367914873963
25,Petrol,48,50,Heavy,Rainy,Off-peak,Sat,2.843097611660782,1.5049617114841944,11,Low,4.5,1106.0576627946828
45,Diesel,24,50,Heavy,Rainy,Peak,Mon,1.9125666630175893,1.2596573170221919,6,Medium,3.2,583.0212191098032
46,EV,7,50,Light,Clear,Off-peak,Fri,1.833991082841067,1.8055494343112553,9,Medium,1.0,364.24977183711326
32,Diesel,40,50,Light,Stormy,Peak,Tue,1.7371208686821416,1.6067548784966805,1,Medium,3.2,648.6580148001914
32,EV,47,50,Light,Clear,Off-peak,Mon,2.9675875935050553,1.9553422454069227,3,High,1.0,1021.2662923805585
5,Diesel,48,50,Moderate,Stormy,Off-peak,Sat,2.2165675023289033,1.697352212289946,14,Low,3.2,609.4919121104101
36,EV,55,50,Heavy,Rainy,Peak,Fri,2.8447381609997535,1.1536648838631374,10,Medium,1.0,643.2474059456398
46,EV,23,50,Heavy,Clear,Peak,Wed,1.8988826465698896,1.5225381512460454,6,High,1.0,410.5392209281239
42,EV,34,50,Light,Clear,Peak,Sat,2.7643503725248966,1.1542380118979798,10,High,1.0,510.51492450761225
49,CNG,15,50,Heavy,Clear,Off-peak,Tue,1.9250619151804387,1.8608812001290969,8,Low,2.8,778.0780636739116
42,CNG,17,50,Heavy,Snowy,Off-peak,Sun,1.3153067476081173,1.3306307820447574,10,High,2.8,352.83782947362477
39,CNG,60,50,Moderate,Snowy,Off-peak,Sat,2.1981400950097454,1.437386205390983,5,High,2.8,882.1536890234061
16,Petrol,37,50,Heavy,Rainy,Peak,Mon,2.738827510602465,1.8710852869256416,11,High,4.5,1004.417652269029
33,EV,42,50,Moderate,Clear,Off-peak,Sat,1.0685150058611639,1.2646015031918911,13,High,1.0,225.65802899338507
49,Petrol,58,50,Heavy,Clear,Off-peak,Sun,1.5671879962236408,1.4598594791798987,10,High,4.5,884.2633983763689
21,CNG,52,50,Light,Stormy,Off-peak,Tue,2.8925546863468203,1.784976994356155,5,Low,2.8,1098.7169517058226
9,EV,6,50,Light,Snowy,Off-peak,Thu,1.5404232962890885,1.0661583128869667,5,High,1.0,116.60579229193817
6,Petrol,50,50,Heavy,Rainy,Off-peak,Fri,1.7967287100243,1.2775683379773843,8,Medium,4.5,406.293536999573
45,CNG,60,50,Light,Rainy,Off-peak,Wed,1.6557299530455472,1.1105898009800197,12,High,2.8,544.2956925127354
35,Petrol,27,50,Moderate,Clear,Peak,Sat,1.5209324906128716,1.7450610792817498,9,Medium,4.5,694.0524044721055
39,Petrol,54,50,Light,Clear,Off-peak,Sat,1.7841355232505443,1.1468141033774009,14,High,4.5,682.3649387635144
22,CNG,53,50,Moderate,Snowy,Peak,Thu,2.7035545292858325,1.9587950355793469,15,High,2.8,1152.3463198273728
41,EV,24,50,Heavy,Stormy,Off-peak,Sun,1.6598730633292351,1.3804809541654426,14,High,1.0,318.50781788589796
5,Diesel,54,50,Heavy,Snowy,Off-peak,Wed,2.406638383186575,1.5291567115390965,7,Medium,3.2,640.3421390461391
42,Diesel,55,50,Light,Rainy,Peak,Fri,1.491767032491257,1.2225686012613532,7,Medium,3.2,536.9230501039951
23,Petrol,34,50,Heavy,Snowy,Peak,Sat,1.361936629221173,1.8434681447473442,0,Medium,4.5,556.1171242361384
17,Petrol,19,50,Heavy,Snowy,Peak,Thu,2.614090978821781,1.2389394362022417,1,Medium,4.5,532.7662163729244
12,Petrol,6,50,Moderate,Rainy,Peak,Sun,1.2556447292041413,1.4800592660118181,14,Medium,4.5,215.5777194881888
23,EV,34,50,Moderate,Rainy,Peak,Mon,2.5468349837402964,1.9658391051348314,14,Medium,1.0,705.9401605560571
16,Petrol,29,50,Heavy,Rainy,Off-peak,Thu,2.2729371986586813,1.4726493507676572,10,High,4.5,602.5031081892656
3,Petrol,8,50,Light,Clear,Off-peak,Sun,2.0725645694793196,1.5035935565101044,5,Low,4.5,247.74543120355935
30,Petrol,5,50,Light,Stormy,Off-peak,Sat,1.921151677852655,1.863354085097068,7,Low,4.5,698.058236268477
22,CNG,12,50,Light,Clear,Off-peak,Sat,2.0708148759185994,1.8920977425615118,8,Medium,2.8,531.3057710096242
9,Diesel,56,50,Heavy,Snowy,Peak,Mon,1.2504838885683573,1.7051201696083045,10,High,3.2,406.8285872720791
29,Diesel,18,50,Light,Stormy,Off-peak,Mon,1.4930749630990232,1.0226966257414403,7,Low,3.2,273.0209355411829
47,CNG,15,50,Light,Snowy,Off-peak,Wed,1.038079627329824,1.723826073196057,1,Low,2.8,378.651582769639
37,EV,28,50,Heavy,Snowy,Peak,Tue,2.3980172811275606,1.7465777304147336,5,Low,1.0,598.9302719924932
23,EV,28,50,Moderate,Clear,Off-peak,Tue,2.59536800332968,1.3552198509521796,13,High,1.0,453.73095678436715
13,EV,36,50,Moderate,Stormy,Off-peak,Sat,2.379166767097076,1.6373564673515615,5,Low,1.0,525.898452556931
32,CNG,29,50,Heavy,Clear,Peak,Mon,2.417403172026021,1.270384431029925,15,Medium,2.8,606.8357954050085
46,Diesel,50,50,Moderate,Rainy,Peak,Fri,2.7270066248527787,1.3261247863819463,0,Medium,3.2,1074.7795403355472
47,Diesel,32,50,Light,Rainy,Peak,Tue,2.4041536282010227,1.3580069494284315,5,High,3.2,863.2282792657458
48,Petrol,20,50,Heavy,Clear,Peak,Tue,1.7009716177362324,1.8694307555817473,8,High,4.5,973.0336889097321
23,Diesel,46,50,Heavy,Clear,Off-peak,Sun,1.4786754876241408,1.9292455539044173,15,Low,3.2,615.0481805518586
45,EV,43,50,Moderate,Clear,Peak,Fri,1.8208891759531518,1.7220005748725926,12,Low,1.0,567.5385696064802
17,EV,20,50,Heavy,Snowy,Peak,Wed,1.926415529622225,1.1869152458556618,1,Low,1.0,244.65463992990487
40,Petrol,40,50,Heavy,Stormy,Peak,Mon,1.5454979073807087,1.701619366848067,5,Medium,4.5,815.253242892874
21,Petrol,16,50,Light,Stormy,Off-peak,Sun,1.5874838109489853,1.2556872927873814,12,Low,4.5,351.83214343337863
2,Diesel,16,50,Heavy,Rainy,Peak,Sun,2.4196506009854977,1.1426365713372177,7,High,3.2,244.4066639624991
37,Petrol,38,50,Heavy,Stormy,Peak,Sun,1.414675308000954,1.5104816456741217,10,Low,4.5,625.0260180422191
6,Petrol,42,50,Heavy,Stormy,Peak,Sat,2.534901559021308,1.9027377277836832,0,Medium,4.5,776.5437060433707
44,CNG,24,50,Heavy,Stormy,Peak,Thu,1.5146454037402342,1.3696491707902452,15,Medium,2.8,458.8866600658238
18,Diesel,51,50,Moderate,Snowy,Off-peak,Thu,1.8128684893985065,1.6425259235742184,1,Medium,3.2,624.1224594763077
30,EV,19,50,Heavy,Rainy,Off-peak,Sun,1.5511263276843739,1.7499994739347637,7,Low,1.0,320.3074903795739
22,CNG,26,50,Light,Clear,Off-peak,Mon,2.6432046188339626,1.8478159821809903,15,Low,2.8,799.047878876843
33,EV,20,50,Moderate,Stormy,Peak,Wed,1.7882794016150234,1.0416940500577379,10,High,1.0,229.12932153789134
30,Petrol,28,50,Heavy,Stormy,Peak,Sat,2.957064974233414,1.504484505322634,7,Medium,4.5,1072.174882826913
17,Petrol,7,50,Moderate,Snowy,Peak,Thu,2.201503940315771,1.8974938470931273,14,High,4.5,586.9162954446133
43,EV,5,50,Heavy,Rainy,Off-peak,Sat,1.0333218633732641,1.293397025209249,14,High,1.0,137.65902868957775
32,CNG,57,50,Heavy,Stormy,Peak,Sat,2.630281566956686,1.0743548556000353,0,Medium,2.8,716.6370240467949
42,CNG,48,50,Moderate,Snowy,Peak,Tue,2.3785004379650094,1.3715385567982445,5,High,2.8,859.9172532968455
14,CNG,51,50,Moderate,Clear,Off-peak,Sun,1.5122379973106503,1.7154344597121174,11,Medium,2.8,496.00055686206593
10,Petrol,55,50,Moderate,Rainy,Peak,Wed,1.5370145904941326,1.9768174146915087,7,High,4.5,622.8714278703665
47,Diesel,42,50,Moderate,Stormy,Off-peak,Fri,1.9844580874703353,1.563306291928702,0,High,3.2,882.2986175616577
36,Petrol,55,50,Light,Clear,Peak,Mon,2.3328340130757286,1.9308388019600988,1,High,4.5,1450.3931107752087
34,EV,21,50,Moderate,Stormy,Off-peak,Thu,2.7993900767779607,1.935328986156677,14,Low,1.0,682.6353356526168
9,CNG,45,50,Light,Rainy,Peak,Sun,1.3326129309865862,1.8149435831470049,4,Low,2.8,399.55557596319903
42,Diesel,25,50,Heavy,Snowy,Off-peak,Mon,1.3346522891936012,1.4449615228699964,4,Medium,3.2,452.0453702867744
28,CNG,49,50,Heavy,Stormy,Off-peak,Fri,2.3943214702830664,1.7303636718177047,9,Low,2.8,937.9858160841319
11,Petrol,51,50,Moderate,Rainy,Off-peak,Thu,1.6356972439271031,1.9190918945726525,3,Low,4.5,632.5192445432591
14,Diesel,52,50,Heavy,Snowy,Peak,Mon,1.4541769418240424,1.8513670877274215,3,Medium,3.2,535.212407569239
39,Diesel,17,50,Light,Clear,Off-peak,Fri,2.374935149426869,1.5639492640912613,7,Medium,3.2,775.5412629391777
47,Petrol,6,50,Light,Stormy,Off-peak,Tue,1.120965418152815,1.8824338822231086,10,Medium,4.5,577.124188155198
19,CNG,6,50,Moderate,Clear,Peak,Fri,2.062730143684824,1.8405260451835614,10,High,2.8,437.3577853789995
15,CNG,47,50,Moderate,Stormy,Off-peak,Wed,2.2812088861198614,1.1290440510452515,5,Medium,2.8,479.05886990412614
28,CNG,29,50,Moderate,Rainy,Off-peak,Wed,1.7694119782543436,1.2822090673839743,0,Medium,2.8,422.8961337697117
24,Petrol,32,50,Light,Clear,Off-peak,Fri,1.2514045295318768,1.8410004759555598,14,Low,4.5,511.45166625481056
8,EV,52,50,Moderate,Stormy,Peak,Sat,1.685148764846362,1.7649589342658176,10,Low,1.0,481.82337562938017
43,EV,53,50,Light,Rainy,Off-peak,Sat,1.8624814026171406,1.3835185824154896,3,High,1.0,512.7787483548917
9,CNG,30,50,Light,Stormy,Peak,Tue,1.322205483177715,1.5277473964271917,3,High,2.8,273.1034570998723
47,Diesel,39,50,Heavy,Snowy,Peak,Mon,1.9768459511662184,1.98559684075508,7,Low,3.2,1092.7809905621598
33,EV,32,50,Heavy,Rainy,Off-peak,Sun,1.6776368583805898,1.38349828604479,12,Low,1.0,341.1881345717415
33,CNG,59,50,Moderate,Rainy,Peak,Mon,2.800026973878594,1.2220922572895836,10,Low,2.8,891.0604906085349
19,EV,37,50,Moderate,Stormy,Peak,Sun,1.1286008129470222,1.6785580811500986,14,High,1.0,270.9023481399657
3,CNG,22,50,Moderate,Rainy,Peak,Sun,2.3399103450947902,1.174932463690432,1,High,2.8,281.52183056147976
10,EV,18,50,Moderate,Clear,Peak,Tue,2.44385416982518,1.0999639500339935,15,High,1.0,258.0625426510033
40,EV,58,50,Light,Stormy,Off-peak,Thu,2.2178873472100156,1.8791932438517343,15,Medium,1.0,858.5748172112692
47,Diesel,45,50,Moderate,Snowy,Peak,Fri,2.0436534689834254,1.8791637197854156,1,Low,3.2,1115.240385652797
42,Diesel,13,50,Heavy,Rainy,Off-peak,Wed,1.2305469254857022,1.7684817910880182,11,Medium,3.2,457.87244440049017
1,EV,48,50,Moderate,Snowy,Off-peak,Sun,2.2163584485096846,1.0174281153207425,11,Low,1.0,331.48285367393476
29,CNG,60,50,Light,Clear,Peak,Sun,2.1332654505464905,1.2071741185853742,6,Medium,2.8,646.8959774009892
50,Diesel,34,50,Heavy,Rainy,Peak,Wed,2.8256568375924473,1.7923232288217852,12,Low,3.2,1407.9283275015018
34,Petrol,7,50,Heavy,Rainy,Off-peak,Wed,2.7443630238699392,1.8069409590400356,13,Medium,4.5,1076.0817240843064
13,Diesel,38,50,Moderate,Stormy,Off-peak,Sat,1.0410667371663238,1.4849217869545763,13,High,3.2,259.09328911637715
1,EV,37,50,Heavy,Snowy,Peak,Sat,2.9691852079847,1.8380814241353531,1,Medium,1.0,682.2005219517679
34,EV,31,50,Heavy,Stormy,Off-peak,Sun,2.130886042103115,1.8543781911054298,4,Low,1.0,576.9144162142196
29,Petrol,13,50,Moderate,Snowy,Peak,Mon,2.831967431527196,1.814459531298017,13,Medium,4.5,1061.0982466320077
48,Diesel,17,50,Moderate,Stormy,Off-peak,Sun,1.2984674330536403,1.7571937178202441,4,Low,3.2,542.122134718674
47,EV,34,50,Light,Snowy,Peak,Mon,2.3927375294469857,1.8235105273962298,13,Low,1.0,719.925042250033
13,Petrol,57,50,Heavy,Stormy,Peak,Sun,1.9167625259481682,1.1163420374948945,2,Low,4.5,476.09717485341156
48,Petrol,20,50,Moderate,Rainy,Off-peak,Tue,1.2682562800932176,1.519568942374454,0,Medium,4.5,589.7240733855091
49,CNG,55,50,Heavy,Rainy,Off-peak,Thu,1.0454401724448106,1.4384539049410623,2,Low,2.8,446.93456053502916
29,Diesel,46,50,Moderate,Snowy,Peak,Sat,1.4325557940401885,1.05593290639825,7,Low,3.2,355.177922186314
39,Diesel,30,50,Light,Stormy,Peak,Fri,1.0334419498770018,1.9899357966535587,7,Medium,3.2,482.86223888260446
24,Diesel,9,50,Moderate,Snowy,Off-peak,Sun,2.1955672612083665,1.5336651833674857,3,High,3.2,487.5799815939815
26,EV,50,50,Moderate,Stormy,Off-peak,Wed,1.6098519842472268,1.833098258232872,10,Low,1.0,519.378968827193
17,Petrol,31,50,Light,Snowy,Off-peak,Tue,2.9073329965965673,1.4290870093377155,9,Low,4.5,783.1857975525764
7,CNG,19,50,Moderate,Clear,Off-peak,Thu,2.265157413312602,1.3188803837686178,0,Medium,2.8,321.45195261370736
13,Diesel,32,50,Light,Rainy,Peak,Mon,2.5274257508522284,1.5166159669377905,3,Medium,3.2,596.43568914319
5,CNG,7,50,Heavy,Snowy,Peak,Wed,1.8675317217684708,1.1451107822001627,8,Medium,2.8,166.805395434437
26,CNG,45,50,Heavy,Clear,Peak,Fri,1.5343922117079207,1.185993405599184,13,High,2.8,387.248980709679
49,Petrol,5,50,Heavy,Rainy,Off-peak,Sat,2.534726388012457,1.0584222252670927,13,High,4.5,752.5284137041639
3,Diesel,5,50,Moderate,Clear,Peak,Wed,1.9353719746816083,1.8583767000501301,12,Medium,3.2,250.32685278401044
7,CNG,55,50,Light,Stormy,Off-peak,Wed,2.9991101042504065,1.5434667718089314,9,High,2.8,831.3732116468833
49,Diesel,10,50,Moderate,Stormy,Off-peak,Fri,2.185091213172818,1.986308825739103,12,Medium,3.2,984.3723201294661
39,Diesel,15,50,Moderate,Stormy,Off-peak,Sat,2.690316083097545,1.8274257813996222,7,High,3.2,1006.8690883310596
1,Diesel,54,50,Moderate,Snowy,Off-peak,Tue,1.5757879788719378,1.553237987270748,2,High,3.2,394.54888828536036
49,CNG,50,50,Light,Clear,Peak,Fri,1.8537348663699016,1.5294433813130843,15,High,2.8,814.2644203410143
17,Petrol,20,50,Moderate,Clear,Off-peak,Sat,1.481209555153359,1.5027571031884719,1,High,4.5,370.6120470228382
43,Petrol,37,50,Moderate,Stormy,Peak,Sat,2.5508328464684853,1.0563607847973358,3,Low,4.5,855.5354325573711
25,CNG,28,50,Light,Snowy,Off-peak,Fri,2.514492876520145,1.0538746298574784,3,High,2.8,466.3930039158604
3,EV,36,50,Light,Stormy,Off-peak,Mon,2.1853605677293046,1.4895021108736757,10,Medium,1.0,406.88739733161174
15,Diesel,14,50,Heavy,Snowy,Peak,Sun,2.4621942035345015,1.8996217270953184,2,Low,3.2,589.3319382756488
29,Diesel,29,50,Light,Rainy,Peak,Tue,1.721165816566817,1.6496916744861756,15,High,3.2,570.1500979344961
43,Petrol,14,50,Heavy,Clear,Peak,Tue,2.7561493084047664,1.5314412952183414,3,Medium,4.5,1145.9691553032212
32,CNG,17,50,Heavy,Snowy,Peak,Sun,2.8446016546577053,1.6152102293035706,3,High,2.8,797.6277143397173
26,CNG,5,50,Moderate,Stormy,Off-peak,Thu,2.3279675400223385,1.3133964384927588,4,High,2.8,406.04187985174934
16,EV,39,50,Moderate,Snowy,Off-peak,Thu,1.7459407956088413,1.3494748778090329,0,High,1.0,339.27886682151075
25,EV,18,50,Moderate,Snowy,Peak,Mon,2.683561217906666,1.7402660797709602,12,Medium,1.0,518.3822722168118
28,Petrol,25,50,Moderate,Rainy,Off-peak,Sat,2.961196981836751,1.2087237995187126,13,Low,4.5,808.914854344048
9,EV,52,50,Moderate,Stormy,Peak,Mon,2.157987178802747,1.1710898817398907,15,Low,1.0,411.93310285331046
1,EV,59,50,Moderate,Clear,Peak,Thu,2.3196940399216768,1.5189137894043432,6,Low,1.0,595.4571796897015
29,CNG,56,50,Moderate,Snowy,Off-peak,Thu,2.7012915622367997,1.7412093156325539,7,Medium,2.8,1143.8946126812195
22,CNG,42,50,Heavy,Stormy,Off-peak,Tue,2.345301694976947,1.306566976606363,2,Low,2.8,599.3758564898841
16,EV,5,50,Heavy,Clear,Off-peak,Thu,1.3936192618881242,1.4151254478576072,10,Medium,1.0,149.8831022413039
41,Petrol,24,50,Moderate,Snowy,Off-peak,Fri,1.8462152298336465,1.549552576306886,3,Low,4.5,808.1781373401207
44,EV,60,50,Moderate,Snowy,Off-peak,Sun,2.224077597046621,1.888227594391784,15,High,1.0,898.7068438337681
41,Petrol,9,50,Heavy,Stormy,Peak,Sat,1.9275550603700977,1.6258499042966976,3,Medium,4.5,791.3135906334079
7,EV,44,50,Heavy,Clear,Off-peak,Wed,2.35991319478739,1.854270450726594,1,Low,1.0,634.5080089892372
14,CNG,48,50,Light,Clear,Peak,Fri,1.563072018627915,1.3866013446569387,5,Low,2.8,401.394657675209
29,CNG,36,50,Light,Rainy,Off-peak,Sat,1.3174914133506213,1.5876908722883678,9,Medium,2.8,425.0474793511607
19,Petrol,5,50,Moderate,Rainy,Off-peak,Thu,1.0568420260739142,1.650710265166446,0,High,4.5,253.83056724997942
19,EV,49,50,Moderate,Stormy,Off-peak,Wed,1.0778599906375022,1.9142929057245626,4,Medium,1.0,344.57773548476615
2,EV,45,50,Moderate,Clear,Peak,Mon,1.7134514690434697,1.8068819967263683,7,High,1.0,439.6326548584171
41,Petrol,56,50,Heavy,Snowy,Peak,Sun,1.0435147931947049,1.1462324698350719,4,High,4.5,414.4523016640548
45,EV,60,50,Moderate,Stormy,Peak,Thu,1.543368070048225,1.672336648035412,3,High,1.0,554.9216617641063
15,Diesel,44,50,Moderate,Rainy,Peak,Thu,2.0268117142831685,1.052122230410711,10,Medium,3.2,396.63638103047447
3,CNG,49,50,Moderate,Stormy,Peak,Mon,2.488307138636638,1.9935003330012793,6,Low,2.8,775.812989522922
11,CNG,6,50,Light,Clear,Peak,Thu,2.17787001277215,1.4089975163658348,1,Low,2.8,284.76732713582095
46,Petrol,35,50,Light,Stormy,Off-peak,Wed,2.069152076626556,1.6682731449013897,14,High,4.5,1128.7748453840395
30,EV,51,50,Moderate,Rainy,Off-peak,Mon,1.484265411478928,1.187685039176978,0,High,1.0,320.83684785541186
40,Petrol,50,50,Heavy,Clear,Off-peak,Mon,1.0315117956517765,1.7818391710177894,13,High,4.5,606.5360805435469
18,Diesel,55,50,Light,Snowy,Off-peak,Tue,1.2595321736166425,1.6951404309607423,6,High,3.2,464.5942591627316
48,EV,30,50,Moderate,Rainy,Off-peak,Sun,2.9636487337721107,1.3501708862920685,13,Medium,1.0,632.2262935306022
2,Diesel,13,50,Light,Rainy,Peak,Thu,2.8555377710893106,1.359972739242917,2,Low,3.2,319.9965704237394
32,Petrol,55,50,Heavy,Rainy,Peak,Tue,1.622276952788651,1.6811524704726886,15,High,4.5,829.0976517193499
8,CNG,34,50,Heavy,Stormy,Off-peak,Wed,1.641964439020874,1.3682046584666496,11,Medium,2.8,315.41469258849344
22,Diesel,50,50,Heavy,Rainy,Peak,Sat,2.782648905269199,1.9497174167756701,7,Medium,3.2,1195.7535393966741
6,EV,12,50,Heavy,Stormy,Peak,Wed,1.157077313285382,1.3247379228916913,0,High,1.0,122.62593573014206
12,Petrol,9,50,Moderate,Stormy,Peak,Mon,1.3428238553306435,1.2669519691258566,9,High,4.5,207.55778597944067
47,Petrol,43,50,Heavy,Clear,Peak,Tue,1.2358362790829955,1.7608573424374616,14,High,4.5,756.2056566606749
40,Petrol,8,50,Moderate,Clear,Off-peak,Thu,2.7418358630823647,1.1042778847063284,15,Low,4.5,744.8261819457498
36,CNG,44,50,Heavy,Rainy,Off-peak,Sun,1.0131954199136919,1.5628659564613572,1,Low,2.8,378.13708461133206
15,Petrol,40,50,Moderate,Stormy,Peak,Wed,1.0289116924857309,1.6234445399660404,4,Medium,4.5,329.90026118145255
28,Petrol,25,50,Heavy,Snowy,Off-peak,Tue,2.6276861324614678,1.3079848143619244,1,High,4.5,776.7560241461977
49,CNG,37,50,Moderate,Stormy,Peak,Mon,2.2738112555492602,1.951021041332293,15,Low,2.8,1158.7494412589633
45,Petrol,30,50,Light,Clear,Off-peak,Sun,2.1263845567973885,1.4160614698618588,9,High,4.5,940.9660128093959
18,Petrol,44,50,Moderate,Clear,Off-peak,Sun,2.8457244269700848,1.280084972034759,8,Low,4.5,797.7664271001423
2,Diesel,43,50,Moderate,Stormy,Off-peak,Fri,1.9667421141481687,1.6843702025630019,14,Low,3.2,471.7315861992439
13,Petrol,15,50,Heavy,Stormy,Off-peak,Mon,1.933686792883593,1.721226744177765,13,Low,4.5,460.97140905427807
45,CNG,25,50,Heavy,Stormy,Off-peak,Sat,1.8415440637903384,1.4269239951945298,9,High,2.8,593.8700112996884
15,Diesel,52,50,Light,Snowy,Peak,Mon,2.3044756119647802,1.181339498345109,15,Medium,3.2,549.9183488041764
20,Petrol,26,50,Heavy,Stormy,Off-peak,Tue,1.646391641299642,1.631817213326452,12,High,4.5,515.8291622687127
29,CNG,53,50,Moderate,Rainy,Off-peak,Fri,2.336790318416316,1.2487266521511817,15,Medium,2.8,692.1525296798052
42,EV,60,50,Heavy,Rainy,Peak,Thu,2.4073357181601254,1.222549656123764,2,High,1.0,623.9345403351566
29,Petrol,41,50,Heavy,Clear,Off-peak,Sun,1.422935609832202,1.5778958370127278,5,Low,4.5,589.3765959614922
3,EV,11,50,Moderate,Snowy,Off-peak,Mon,2.1899002292395187,1.9860169086514299,1,Medium,1.0,326.18841626469947
19,Diesel,46,50,Light,Snowy,Peak,Mon,2.4535958723327056,1.6926675244356704,7,High,3.2,842.2531519807195
3,CNG,17,50,Heavy,Clear,Peak,Fri,2.92243463878155,1.8102248886603105,11,Low,2.8,488.8203860791358
14,Diesel,24,50,Heavy,Rainy,Peak,Thu,2.877807261920024,1.7130656463196448,0,Low,3.2,703.9858297173633
40,EV,19,50,Moderate,Rainy,Peak,Mon,1.4101185510322092,1.372488374135357,1,High,1.0,247.7275286328707
4,EV,42,50,Light,Snowy,Peak,Mon,2.154591046341821,1.9068248952276683,5,Medium,1.0,566.9630427754917
